,day,month,year,tmax,tmin,city,date
642,11,10,2020,30.5,17.2,CATAMARCAAERO,2020-10-11
643,11,10,2020,27.3,14.5,CERESAERO,2020-10-11
644,11,10,2020,28.6,15.7,CHAMICALAERO,2020-10-11
646,11,10,2020,26.0,13.0,CHEPES,2020-10-11
649,11,10,2020,26.0,13.6,CORDOBAAERO,2020-10-11
650,11,10,2020,27.5,15.0,CORDOBAOBSERVATORIO,2020-10-11
652,11,10,2020,19.2,12.0,ELPALOMARAERO,2020-10-11
655,11,10,2020,19.2,12.0,EZEIZAAERO,2020-10-11
656,11,10,2020,36.8,15.9,FORMOSAAERO,2020-10-11
658,11,10,2020,32.6,14.0,IGUAZUAERO,2020-10-11
659,11,10,2020,34.1,15.0,JUJUYAERO,2020-10-11
661,11,10,2020,19.0,13.3,LAPLATAAERO,2020-10-11
662,11,10,2020,29.0,18.2,LARIOJAAERO,2020-10-11
663,11,10,2020,38.0,17.4,LASLOMITAS,2020-10-11
664,11,10,2020,26.6,11.4,MARCOSJUAREZAERO,2020-10-11
670,11,10,2020,36.5,17.0,ORANAERO,2020-10-11
671,11,10,2020,25.0,13.6,PARANAAERO,2020-10-11
672,11,10,2020,29.0,11.8,PASODELOSLIBRESAERO,2020-10-11
674,11,10,2020,32.1,14.4,POSADASAERO,2020-10-11
675,11,10,2020,34.5,15.0,PRESIDENCIAROQUESAENZPEÑAAERO,2020-10-11
676,11,10,2020,18.5,11.5,PUNTAINDIOB.A.,2020-10-11
678,11,10,2020,29.6,16.1,RECONQUISTAAERO,2020-10-11
679,11,10,2020,34.5,16.4,RESISTENCIAAERO,2020-10-11
680,11,10,2020,23.9,11.6,RIOCUARTOAERO,2020-10-11
682,11,10,2020,25.6,11.6,ROSARIOAERO,2020-10-11
684,11,10,2020,24.3,11.9,SANLUISAERO,2020-10-11
685,11,10,2020,22.7,10.4,SANTAROSAAERO,2020-10-11
690,11,10,2020,35.3,15.5,TARTAGALAERO,2020-10-11
692,11,10,2020,28.2,15.5,TINOGASTA,2020-10-11
693,11,10,2020,28.3,17.5,TUCUMANAERO,2020-10-11
694,11,10,2020,27.6,12.6,VILLADEMARIADELRIOSECO,2020-10-11
695,11,10,2020,27.0,11.1,VILLADOLORESAERO,2020-10-11
696,10,10,2020,19.6,12.2,AEROPARQUEAERO,2020-10-10
698,10,10,2020,35.4,20.0,CATAMARCAAERO,2020-10-10
699,10,10,2020,32.4,13.4,CERESAERO,2020-10-10
700,10,10,2020,34.7,12.3,CHAMICALAERO,2020-10-10
701,10,10,2020,34.0,17.0,CHEPES,2020-10-10
703,10,10,2020,17.7,10.6,COMODORORIVADAVIAAERO,2020-10-10
704,10,10,2020,32.4,14.1,CORDOBAOBSERVATORIO,2020-10-10
706,10,10,2020,33.6,11.4,FORMOSAAERO,2020-10-10
707,10,10,2020,27.5,14.0,IGUAZUAERO,2020-10-10
709,10,10,2020,31.1,15.3,JUJUYAERO,2020-10-10
711,10,10,2020,35.6,19.4,LARIOJAAERO,2020-10-10
712,10,10,2020,35.5,20.0,LASLOMITAS,2020-10-10
713,10,10,2020,33.6,10.8,MENDOZAAERO,2020-10-10
716,10,10,2020,36.6,22.3,ORANAERO,2020-10-10
717,10,10,2020,27.0,10.3,PARANAAERO,2020-10-10
718,10,10,2020,25.8,12.4,PASODELOSLIBRESAERO,2020-10-10
720,10,10,2020,28.7,14.0,POSADASAERO,2020-10-10
722,10,10,2020,29.7,13.6,RECONQUISTAAERO,2020-10-10
723,10,10,2020,32.8,10.9,RESISTENCIAAERO,2020-10-10
725,10,10,2020,32.5,12.0,RIOCUARTOAERO,2020-10-10
727,10,10,2020,32.5,15.4,SANLUISAERO,2020-10-10
730,10,10,2020,21.0,-1.5,TANDILAERO,2020-10-10
731,10,10,2020,34.5,22.3,TARTAGALAERO,2020-10-10
733,10,10,2020,34.0,11.5,TINOGASTA,2020-10-10
734,10,10,2020,36.4,14.8,TUCUMANAERO,2020-10-10
736,10,10,2020,24.3,10.2,VIEDMAAERO,2020-10-10
737,10,10,2020,32.8,15.0,VILLADOLORESAERO,2020-10-10
738,9,10,2020,24.5,13.3,AEROPARQUEAERO,2020-10-09
740,9,10,2020,-1.5,-15.1,BASEORCADAS,2020-10-09
741,9,10,2020,20.0,14.4,BERNARDODEIRIGOYENAERO,2020-10-09
742,9,10,2020,24.9,11.8,BUENOSAIRESOBSERVATORIO,2020-10-09
743,9,10,2020,34.2,18.0,CATAMARCAAERO,2020-10-09
744,9,10,2020,31.0,13.0,CERESAERO,2020-10-09
745,9,10,2020,33.0,15.5,CHAMICALAERO,2020-10-09
746,9,10,2020,31.0,12.0,CHEPES,2020-10-09
750,9,10,2020,29.5,10.1,CORDOBAAERO,2020-10-09
751,9,10,2020,30.5,14.0,CORDOBAOBSERVATORIO,2020-10-09
754,9,10,2020,31.5,19.5,FORMOSAAERO,2020-10-09
755,9,10,2020,26.0,19.7,IGUAZUAERO,2020-10-09
757,9,10,2020,28.4,21.0,JUJUYAERO,2020-10-09
759,9,10,2020,21.6,10.2,LAPLATAAERO,2020-10-09
760,9,10,2020,33.5,16.1,LARIOJAAERO,2020-10-09
761,9,10,2020,32.7,24.0,LASLOMITAS,2020-10-09
762,9,10,2020,26.2,12.5,MENDOZAAERO,2020-10-09
765,9,10,2020,23.2,10.5,NUEVEDEJULIO,2020-10-09
767,9,10,2020,34.1,18.9,ORANAERO,2020-10-09
768,9,10,2020,29.3,11.9,PARANAAERO,2020-10-09
769,9,10,2020,27.5,14.7,PASODELOSLIBRESAERO,2020-10-09
770,9,10,2020,21.9,10.7,PEHUAJOAERO,2020-10-09
772,9,10,2020,28.7,16.8,POSADASAERO,2020-10-09
773,9,10,2020,33.1,20.0,PRESIDENCIAROQUESAENZPEÑAAERO,2020-10-09
774,9,10,2020,21.3,10.0,PUNTAINDIOB.A.,2020-10-09
776,9,10,2020,30.3,14.4,RECONQUISTAAERO,2020-10-09
777,9,10,2020,33.0,18.4,RESISTENCIAAERO,2020-10-09
779,9,10,2020,25.3,15.8,SALTAAERO,2020-10-09
781,9,10,2020,27.5,14.8,SANLUISAERO,2020-10-09
785,9,10,2020,33.2,19.3,TARTAGALAERO,2020-10-09
787,9,10,2020,30.0,13.0,TINOGASTA,2020-10-09
788,9,10,2020,31.3,16.4,TUCUMANAERO,2020-10-09
789,9,10,2020,29.6,12.5,VILLADOLORESAERO,2020-10-09
790,8,10,2020,21.0,12.4,AEROPARQUEAERO,2020-10-08
791,8,10,2020,-0.6,-4.8,BASECARLINI(EXJUBANY),2020-10-08
794,8,10,2020,-10.0,-16.1,BASEORCADAS,2020-10-08
795,8,10,2020,-5.5,-15.4,BASESANMARTIN,2020-10-08
796,8,10,2020,25.1,16.0,BERNARDODEIRIGOYENAERO,2020-10-08
797,8,10,2020,21.8,13.2,BUENOSAIRESOBSERVATORIO,2020-10-08
798,8,10,2020,33.5,20.0,CATAMARCAAERO,2020-10-08
799,8,10,2020,30.2,11.5,CERESAERO,2020-10-08
800,8,10,2020,30.5,15.7,CHAMICALAERO,2020-10-08
801,8,10,2020,31.0,13.5,CHEPES,2020-10-08
803,8,10,2020,17.9,10.0,COMODORORIVADAVIAAERO,2020-10-08
805,8,10,2020,29.2,12.0,CORDOBAOBSERVATORIO,2020-10-08
807,8,10,2020,13.4,-0.2,ELCALAFATEAERO,2020-10-08
809,8,10,2020,33.5,17.2,FORMOSAAERO,2020-10-08
810,8,10,2020,25.6,11.6,GUALEGUAYCHUAERO,2020-10-08
811,8,10,2020,30.7,19.5,IGUAZUAERO,2020-10-08
813,8,10,2020,34.6,16.4,JUJUYAERO,2020-10-08
815,8,10,2020,33.4,18.3,LARIOJAAERO,2020-10-08
816,8,10,2020,38.4,22.0,LASLOMITAS,2020-10-08
817,8,10,2020,23.5,-0.6,MALARGUEAERO,2020-10-08
818,8,10,2020,28.2,10.5,MARCOSJUAREZAERO,2020-10-08
819,8,10,2020,25.5,10.6,MENDOZAAERO,2020-10-08
823,8,10,2020,36.7,19.8,ORANAERO,2020-10-08
824,8,10,2020,28.2,14.2,PARANAAERO,2020-10-08
825,8,10,2020,28.8,16.4,PASODELOSLIBRESAERO,2020-10-08
826,8,10,2020,26.2,18.0,POSADASAERO,2020-10-08
827,8,10,2020,34.2,18.5,PRESIDENCIAROQUESAENZPEÑAAERO,2020-10-08
828,8,10,2020,29.0,12.8,RECONQUISTAAERO,2020-10-08
829,8,10,2020,32.9,17.2,RESISTENCIAAERO,2020-10-08
831,8,10,2020,31.0,11.2,SALTAAERO,2020-10-08
833,8,10,2020,28.1,10.3,SANLUISAERO,2020-10-08
837,8,10,2020,36.0,20.4,TARTAGALAERO,2020-10-08
839,8,10,2020,29.5,10.5,TINOGASTA,2020-10-08
840,8,10,2020,32.0,14.4,TUCUMANAERO,2020-10-08
841,8,10,2020,29.0,10.4,VILLADEMARIADELRIOSECO,2020-10-08
842,7,10,2020,25.8,12.3,AEROPARQUEAERO,2020-10-07
843,7,10,2020,-3.2,-8.8,BASECARLINI(EXJUBANY),2020-10-07
846,7,10,2020,-3.0,-9.9,BASESANMARTIN,2020-10-07
847,7,10,2020,32.7,23.3,BERNARDODEIRIGOYENAERO,2020-10-07
848,7,10,2020,26.4,10.5,BUENOSAIRESOBSERVATORIO,2020-10-07
849,7,10,2020,34.5,11.3,CATAMARCAAERO,2020-10-07
850,7,10,2020,29.5,11.5,CERESAERO,2020-10-07
851,7,10,2020,31.1,14.1,CHAMICALAERO,2020-10-07
852,7,10,2020,30.5,10.0,CHEPES,2020-10-07
855,7,10,2020,27.0,11.0,CORDOBAOBSERVATORIO,2020-10-07
857,7,10,2020,11.5,-2.0,ELCALAFATEAERO,2020-10-07
858,7,10,2020,34.4,16.3,FORMOSAAERO,2020-10-07
859,7,10,2020,26.3,10.0,GUALEGUAYCHUAERO,2020-10-07
860,7,10,2020,35.2,20.0,IGUAZUAERO,2020-10-07
862,7,10,2020,32.6,13.9,JUJUYAERO,2020-10-07
864,7,10,2020,32.8,13.7,LARIOJAAERO,2020-10-07
866,7,10,2020,37.0,19.0,LASLOMITAS,2020-10-07
867,7,10,2020,12.0,-1.5,MAQUINCHAO,2020-10-07
870,7,10,2020,23.4,10.9,NUEVEDEJULIO,2020-10-07
872,7,10,2020,34.2,16.7,ORANAERO,2020-10-07
873,7,10,2020,28.4,12.0,PARANAAERO,2020-10-07
874,7,10,2020,25.0,13.8,PASODELOSLIBRESAERO,2020-10-07
875,7,10,2020,28.8,18.1,POSADASAERO,2020-10-07
876,7,10,2020,33.3,13.8,PRESIDENCIAROQUESAENZPEÑAAERO,2020-10-07
878,7,10,2020,25.6,12.7,RECONQUISTAAERO,2020-10-07
879,7,10,2020,31.0,12.9,RESISTENCIAAERO,2020-10-07
880,7,10,2020,24.0,12.2,RIOCUARTOAERO,2020-10-07
883,7,10,2020,26.8,12.0,SANJUANAERO,2020-10-07
884,7,10,2020,25.4,13.4,SANLUISAERO,2020-10-07
889,7,10,2020,35.3,17.2,TARTAGALAERO,2020-10-07
890,7,10,2020,32.5,10.0,TINOGASTA,2020-10-07
891,7,10,2020,32.8,13.2,TUCUMANAERO,2020-10-07
892,7,10,2020,29.3,11.4,VILLADOLORESAERO,2020-10-07
893,6,10,2020,18.0,10.6,AEROPARQUEAERO,2020-10-06
894,6,10,2020,20.3,-1.0,AZULAERO,2020-10-06
897,6,10,2020,-3.5,-8.4,BASESANMARTIN,2020-10-06
898,6,10,2020,32.0,14.0,BERNARDODEIRIGOYENAERO,2020-10-06
899,6,10,2020,28.2,14.4,CATAMARCAAERO,2020-10-06
900,6,10,2020,27.0,11.0,CHAMICALAERO,2020-10-06
901,6,10,2020,28.0,11.0,CHEPES,2020-10-06
902,6,10,2020,27.0,11.5,CORDOBAOBSERVATORIO,2020-10-06
904,6,10,2020,10.9,-2.0,ELCALAFATEAERO,2020-10-06
905,6,10,2020,30.6,11.6,FORMOSAAERO,2020-10-06
906,6,10,2020,33.0,16.0,IGUAZUAERO,2020-10-06
908,6,10,2020,29.6,12.1,LARIOJAAERO,2020-10-06
909,6,10,2020,32.5,13.0,LASLOMITAS,2020-10-06
910,6,10,2020,16.4,-2.2,MAQUINCHAO,2020-10-06
912,6,10,2020,20.1,-0.3,OLAVARRIAAERO,2020-10-06
913,6,10,2020,30.9,12.4,ORANAERO,2020-10-06
914,6,10,2020,29.8,14.0,POSADASAERO,2020-10-06
916,6,10,2020,31.0,11.5,TARTAGALAERO,2020-10-06
918,5,10,2020,18.0,11.3,AEROPARQUEAERO,2020-10-05
919,5,10,2020,16.1,-1.4,BAHIABLANCAAERO,2020-10-05
920,5,10,2020,14.2,-3.5,BARILOCHEAERO,2020-10-05
923,5,10,2020,-3.3,-9.3,BASESANMARTIN,2020-10-05
924,5,10,2020,28.7,18.0,BERNARDODEIRIGOYENAERO,2020-10-05
925,5,10,2020,18.2,10.6,BUENOSAIRESOBSERVATORIO,2020-10-05
926,5,10,2020,27.0,12.0,CATAMARCAAERO,2020-10-05
930,5,10,2020,15.7,10.2,DOLORESAERO,2020-10-05
933,5,10,2020,18.5,10.1,EZEIZAAERO,2020-10-05
934,5,10,2020,25.0,13.3,FORMOSAAERO,2020-10-05
935,5,10,2020,18.5,11.7,GUALEGUAYCHUAERO,2020-10-05
936,5,10,2020,32.1,18.6,IGUAZUAERO,2020-10-05
938,5,10,2020,17.5,10.1,LAPLATAAERO,2020-10-05
939,5,10,2020,27.0,13.0,LASLOMITAS,2020-10-05
940,5,10,2020,18.4,-2.6,MALARGUEAERO,2020-10-05
941,5,10,2020,18.7,-5.5,MAQUINCHAO,2020-10-05
946,5,10,2020,20.5,-0.5,NEUQUENAERO,2020-10-05
948,5,10,2020,24.0,13.4,ORANAERO,2020-10-05
949,5,10,2020,19.2,10.7,PARANAAERO,2020-10-05
950,5,10,2020,16.9,12.4,PASODELOSLIBRESAERO,2020-10-05
951,5,10,2020,14.4,-0.6,PIGUEAERO,2020-10-05
952,5,10,2020,23.5,15.5,POSADASAERO,2020-10-05
953,5,10,2020,15.5,10.0,PUNTAINDIOB.A.,2020-10-05
954,5,10,2020,18.8,11.9,RECONQUISTAAERO,2020-10-05
955,5,10,2020,18.3,10.0,RESISTENCIAAERO,2020-10-05
957,5,10,2020,19.0,10.4,ROSARIOAERO,2020-10-05
960,5,10,2020,22.3,-0.8,SANRAFAELAERO,2020-10-05
961,5,10,2020,18.9,-0.5,SANTAROSAAERO,2020-10-05
963,5,10,2020,23.8,11.5,TARTAGALAERO,2020-10-05
964,5,10,2020,24.6,11.2,TUCUMANAERO,2020-10-05
967,5,10,2020,22.0,-2.4,VILLAREYNOLDSAERO,2020-10-05
970,4,10,2020,-0.5,-7.4,BASESANMARTIN,2020-10-04
971,4,10,2020,29.4,16.0,BERNARDODEIRIGOYENAERO,2020-10-04
972,4,10,2020,14.4,11.0,CERESAERO,2020-10-04
973,4,10,2020,19.5,11.0,CHEPES,2020-10-04
977,4,10,2020,27.8,14.0,FORMOSAAERO,2020-10-04
979,4,10,2020,32.7,17.8,IGUAZUAERO,2020-10-04
980,4,10,2020,23.1,10.3,JUJUYAERO,2020-10-04
981,4,10,2020,26.4,13.2,LASLOMITAS,2020-10-04
983,4,10,2020,24.8,14.6,ORANAERO,2020-10-04
984,4,10,2020,19.5,12.8,PASODELOSLIBRESAERO,2020-10-04
985,4,10,2020,25.7,13.6,POSADASAERO,2020-10-04
986,4,10,2020,22.2,11.6,PRESIDENCIAROQUESAENZPEÑAAERO,2020-10-04
987,4,10,2020,16.4,12.2,RECONQUISTAAERO,2020-10-04
988,4,10,2020,23.0,12.3,RESISTENCIAAERO,2020-10-04
990,4,10,2020,23.0,10.0,SALTAAERO,2020-10-04
994,4,10,2020,11.1,-0.6,TANDILAERO,2020-10-04
995,4,10,2020,25.0,10.5,TARTAGALAERO,2020-10-04
997,4,10,2020,14.5,10.1,VILLADEMARIADELRIOSECO,2020-10-04
998,4,10,2020,19.3,10.5,VILLADOLORESAERO,2020-10-04
999,3,10,2020,11.9,-0.5,AZULAERO,2020-10-03
1000,3,10,2020,11.4,-1.3,BAHIABLANCAAERO,2020-10-03
1001,3,10,2020,-0.9,-18.5,BASEORCADAS,2020-10-03
1002,3,10,2020,10.2,-3.6,BENITOJUAREZAERO,2020-10-03
1003,3,10,2020,32.4,18.0,BERNARDODEIRIGOYENAERO,2020-10-03
1004,3,10,2020,21.9,14.2,CATAMARCAAERO,2020-10-03
1005,3,10,2020,19.6,11.0,CERESAERO,2020-10-03
1006,3,10,2020,20.5,11.4,CHAMICALAERO,2020-10-03
1007,3,10,2020,18.0,10.0,CHEPES,2020-10-03
1008,3,10,2020,19.5,-0.7,COMODORORIVADAVIAAERO,2020-10-03
1010,3,10,2020,10.6,-1.6,CORONELSUAREZAERO,2020-10-03
1013,3,10,2020,14.9,-4.8,ELCALAFATEAERO,2020-10-03
1015,3,10,2020,22.5,16.4,FORMOSAAERO,2020-10-03
1017,3,10,2020,35.4,22.0,IGUAZUAERO,2020-10-03
1019,3,10,2020,23.5,15.2,JUJUYAERO,2020-10-03
1021,3,10,2020,20.2,13.4,LARIOJAAERO,2020-10-03
1022,3,10,2020,29.2,15.8,LASLOMITAS,2020-10-03
1026,3,10,2020,10.9,-0.1,OLAVARRIAAERO,2020-10-03
1027,3,10,2020,26.2,19.2,ORANAERO,2020-10-03
1029,3,10,2020,15.5,11.6,PASODELOSLIBRESAERO,2020-10-03
1031,3,10,2020,10.6,-1.0,PIGUEAERO,2020-10-03
1032,3,10,2020,25.5,18.0,POSADASAERO,2020-10-03
1033,3,10,2020,18.9,11.7,PRESIDENCIAROQUESAENZPEÑAAERO,2020-10-03
1036,3,10,2020,18.4,12.2,RESISTENCIAAERO,2020-10-03
1039,3,10,2020,20.0,11.6,SALTAAERO,2020-10-03
1040,3,10,2020,11.8,-3.9,SANANTONIOOESTEAERO,2020-10-03
1041,3,10,2020,20.9,-1.1,SANJULIANAERO,2020-10-03
1044,3,10,2020,11.0,-2.1,TANDILAERO,2020-10-03
1045,3,10,2020,27.8,17.0,TARTAGALAERO,2020-10-03
1047,3,10,2020,16.5,-2.6,TRELEWAERO,2020-10-03
1048,3,10,2020,20.8,13.6,TUCUMANAERO,2020-10-03
1049,3,10,2020,13.3,-3.7,VIEDMAAERO,2020-10-03
1050,3,10,2020,19.0,10.6,VILLADEMARIADELRIOSECO,2020-10-03
1051,2,10,2020,-2.2,-7.2,BASECARLINI(EXJUBANY),2020-10-02
1054,2,10,2020,-7.0,-19.2,BASEORCADAS,2020-10-02
1055,2,10,2020,-7.0,-12.4,BASESANMARTIN,2020-10-02
1056,2,10,2020,13.0,-1.8,BENITOJUAREZAERO,2020-10-02
1057,2,10,2020,35.2,25.5,BERNARDODEIRIGOYENAERO,2020-10-02
1058,2,10,2020,29.4,16.8,CATAMARCAAERO,2020-10-02
1059,2,10,2020,24.0,14.5,CERESAERO,2020-10-02
1060,2,10,2020,26.0,11.0,CHEPES,2020-10-02
1064,2,10,2020,35.2,22.1,FORMOSAAERO,2020-10-02
1066,2,10,2020,19.5,11.1,GUALEGUAYCHUAERO,2020-10-02
1067,2,10,2020,40.1,23.5,IGUAZUAERO,2020-10-02
1069,2,10,2020,30.1,16.8,JUJUYAERO,2020-10-02
1071,2,10,2020,27.6,12.1,LARIOJAAERO,2020-10-02
1072,2,10,2020,35.0,23.6,LASLOMITAS,2020-10-02
1076,2,10,2020,31.5,21.9,ORANAERO,2020-10-02
1077,2,10,2020,21.9,12.6,PARANAAERO,2020-10-02
1078,2,10,2020,22.4,14.0,PASODELOSLIBRESAERO,2020-10-02
1079,2,10,2020,34.4,21.9,POSADASAERO,2020-10-02
1080,2,10,2020,29.3,18.5,PRESIDENCIAROQUESAENZPEÑAAERO,2020-10-02
1082,2,10,2020,24.9,13.4,RECONQUISTAAERO,2020-10-02
1083,2,10,2020,29.2,18.4,RESISTENCIAAERO,2020-10-02
1086,2,10,2020,28.0,13.9,SALTAAERO,2020-10-02
1087,2,10,2020,10.4,-4.8,SANJULIANAERO,2020-10-02
1091,2,10,2020,13.8,-0.1,TANDILAERO,2020-10-02
1092,2,10,2020,33.0,21.0,TARTAGALAERO,2020-10-02
1094,2,10,2020,27.4,12.9,TUCUMANAERO,2020-10-02
1095,2,10,2020,10.3,-0.1,VIEDMAAERO,2020-10-02
1096,2,10,2020,23.7,10.5,VILLADEMARIADELRIOSECO,2020-10-02
1097,1,10,2020,20.9,14.2,AEROPARQUEAERO,2020-10-01
1098,1,10,2020,-5.2,-14.5,BASECARLINI(EXJUBANY),2020-10-01
1101,1,10,2020,-11.7,-19.6,BASEORCADAS,2020-10-01
1102,1,10,2020,-11.2,-16.0,BASESANMARTIN,2020-10-01
1103,1,10,2020,34.5,24.6,BERNARDODEIRIGOYENAERO,2020-10-01
1104,1,10,2020,22.6,13.4,BUENOSAIRESOBSERVATORIO,2020-10-01
1105,1,10,2020,36.2,14.5,CATAMARCAAERO,2020-10-01
1106,1,10,2020,29.6,16.6,CERESAERO,2020-10-01
1107,1,10,2020,31.0,14.4,CHAMICALAERO,2020-10-01
1108,1,10,2020,25.0,12.0,CHEPES,2020-10-01
1111,1,10,2020,22.9,11.7,CORDOBAAERO,2020-10-01
1112,1,10,2020,23.5,14.0,CORDOBAOBSERVATORIO,2020-10-01
1115,1,10,2020,21.1,11.5,ELPALOMARAERO,2020-10-01
1118,1,10,2020,43.3,26.7,FORMOSAAERO,2020-10-01
1119,1,10,2020,24.9,14.5,GUALEGUAYCHUAERO,2020-10-01
1120,1,10,2020,39.7,21.4,IGUAZUAERO,2020-10-01
1123,1,10,2020,37.1,19.5,JUJUYAERO,2020-10-01
1125,1,10,2020,18.2,12.4,JUNINAERO,2020-10-01
1126,1,10,2020,19.3,10.6,LAPLATAAERO,2020-10-01
1127,1,10,2020,29.6,17.1,LARIOJAAERO,2020-10-01
1128,1,10,2020,43.6,25.7,LASLOMITAS,2020-10-01
1129,1,10,2020,12.0,-1.5,MAQUINCHAO,2020-10-01
1130,1,10,2020,23.6,12.5,MARCOSJUAREZAERO,2020-10-01
1136,1,10,2020,20.2,10.4,NUEVEDEJULIO,2020-10-01
1138,1,10,2020,40.2,18.5,ORANAERO,2020-10-01
1139,1,10,2020,25.4,14.5,PARANAAERO,2020-10-01
1140,1,10,2020,34.6,22.4,PASODELOSLIBRESAERO,2020-10-01
1142,1,10,2020,40.6,26.5,POSADASAERO,2020-10-01
1143,1,10,2020,38.4,26.5,PRESIDENCIAROQUESAENZPEÑAAERO,2020-10-01
1144,1,10,2020,20.5,11.5,PUNTAINDIOB.A.,2020-10-01
1146,1,10,2020,30.7,22.3,RECONQUISTAAERO,2020-10-01
1147,1,10,2020,43.6,28.8,RESISTENCIAAERO,2020-10-01
1149,1,10,2020,27.5,13.5,ROSARIOAERO,2020-10-01
1150,1,10,2020,35.2,13.2,SALTAAERO,2020-10-01
1155,1,10,2020,40.2,21.0,TARTAGALAERO,2020-10-01
1157,1,10,2020,37.5,11.0,TINOGASTA,2020-10-01
1158,1,10,2020,31.8,19.6,TUCUMANAERO,2020-10-01
1162,1,10,2020,25.2,13.7,VILLADEMARIADELRIOSECO,2020-10-01
1163,30,9,2020,23.5,16.3,AEROPARQUEAERO,2020-09-30
1164,30,9,2020,-10.2,-13.4,BASECARLINI(EXJUBANY),2020-09-30
1167,30,9,2020,-5.0,-19.2,BASEORCADAS,2020-09-30
1168,30,9,2020,-5.2,-14.6,BASESANMARTIN,2020-09-30
1169,30,9,2020,35.3,23.8,BERNARDODEIRIGOYENAERO,2020-09-30
1170,30,9,2020,26.8,15.4,BUENOSAIRESOBSERVATORIO,2020-09-30
1171,30,9,2020,28.2,12.0,CAMPODEMAYOAERO,2020-09-30
1172,30,9,2020,39.2,15.2,CATAMARCAAERO,2020-09-30
1173,30,9,2020,37.5,17.5,CERESAERO,2020-09-30
1174,30,9,2020,37.5,17.0,CHAMICALAERO,2020-09-30
1175,30,9,2020,35.0,13.0,CHEPES,2020-09-30
1179,30,9,2020,37.9,14.7,CORDOBAAERO,2020-09-30
1180,30,9,2020,39.2,17.4,CORDOBAOBSERVATORIO,2020-09-30
1182,30,9,2020,10.1,-2.0,ELCALAFATEAERO,2020-09-30
1183,30,9,2020,28.6,14.5,ELPALOMARAERO,2020-09-30
1186,30,9,2020,29.7,13.5,EZEIZAAERO,2020-09-30
1187,30,9,2020,42.4,21.6,FORMOSAAERO,2020-09-30
1188,30,9,2020,28.2,12.8,GUALEGUAYCHUAERO,2020-09-30
1189,30,9,2020,40.0,22.3,IGUAZUAERO,2020-09-30
1191,30,9,2020,38.6,14.8,JUJUYAERO,2020-09-30
1193,30,9,2020,29.5,11.4,JUNINAERO,2020-09-30
1194,30,9,2020,26.0,11.2,LAPLATAAERO,2020-09-30
1195,30,9,2020,37.4,15.6,LARIOJAAERO,2020-09-30
1196,30,9,2020,26.2,10.7,LABOULAYEAERO,2020-09-30
1198,30,9,2020,43.4,26.6,LASLOMITAS,2020-09-30
1199,30,9,2020,36.0,12.9,MARCOSJUAREZAERO,2020-09-30
1201,30,9,2020,28.9,15.8,MENDOZAAERO,2020-09-30
1206,30,9,2020,20.5,10.7,NEUQUENAERO,2020-09-30
1207,30,9,2020,25.4,12.3,NUEVEDEJULIO,2020-09-30
1209,30,9,2020,41.2,16.3,ORANAERO,2020-09-30
1210,30,9,2020,33.5,13.9,PARANAAERO,2020-09-30
1212,30,9,2020,33.8,17.7,PASODELOSLIBRESAERO,2020-09-30
1214,30,9,2020,39.3,23.5,POSADASAERO,2020-09-30
1215,30,9,2020,43.5,22.0,PRESIDENCIAROQUESAENZPEÑAAERO,2020-09-30
1217,30,9,2020,25.0,10.5,PUNTAINDIOB.A.,2020-09-30
1219,30,9,2020,40.5,19.1,RECONQUISTAAERO,2020-09-30
1220,30,9,2020,43.5,23.1,RESISTENCIAAERO,2020-09-30
1221,30,9,2020,27.0,12.0,RIOCUARTOAERO,2020-09-30
1223,30,9,2020,34.9,12.2,ROSARIOAERO,2020-09-30
1225,30,9,2020,14.5,-1.1,SANJULIANAERO,2020-09-30
1226,30,9,2020,30.3,13.5,SANLUISAERO,2020-09-30
1232,30,9,2020,39.0,17.5,TARTAGALAERO,2020-09-30
1234,30,9,2020,38.0,14.0,TINOGASTA,2020-09-30
1236,30,9,2020,38.4,16.4,TUCUMANAERO,2020-09-30
1238,30,9,2020,37.3,10.3,VILLADEMARIADELRIOSECO,2020-09-30
1239,30,9,2020,33.4,13.3,VILLADOLORESAERO,2020-09-30
1240,29,9,2020,21.6,13.8,AEROPARQUEAERO,2020-09-29
1241,29,9,2020,22.4,10.5,AZULAERO,2020-09-29
1242,29,9,2020,23.3,12.1,BAHIABLANCAAERO,2020-09-29
1243,29,9,2020,-0.2,-11.3,BASECARLINI(EXJUBANY),2020-09-29
1246,29,9,2020,-3.3,-17.3,BASEORCADAS,2020-09-29
1247,29,9,2020,-6.8,-16.1,BASESANMARTIN,2020-09-29
1248,29,9,2020,29.6,14.0,BERNARDODEIRIGOYENAERO,2020-09-29
1249,29,9,2020,23.5,12.5,BUENOSAIRESOBSERVATORIO,2020-09-29
1250,29,9,2020,36.6,20.2,CATAMARCAAERO,2020-09-29
1251,29,9,2020,32.0,12.1,CERESAERO,2020-09-29
1252,29,9,2020,32.2,12.6,CHAMICALAERO,2020-09-29
1253,29,9,2020,32.5,14.0,CHEPES,2020-09-29
1254,29,9,2020,33.8,11.6,CORDOBAAERO,2020-09-29
1255,29,9,2020,34.6,12.6,CORDOBAOBSERVATORIO,2020-09-29
1258,29,9,2020,24.3,11.0,EZEIZAAERO,2020-09-29
1259,29,9,2020,35.5,13.3,FORMOSAAERO,2020-09-29
1261,29,9,2020,35.3,14.0,IGUAZUAERO,2020-09-29
